presupuesto_usd,deadline_dias,tipo_servicio,infraestructura_cloud,horas_hombre
3207.42,107,App_Movil,0,165.3
3669.59,166,Sitio_Web,1,191.1
1474.26,9,Sitio_Web,1,85.5
5047.8,92,App_Movil,0,277.4
5516.41,80,App_Movil,0,283.4
4146.67,57,App_Movil,0,217.9
8753.37,73,App_Movil,1,421.0
8352.57,82,Plataforma_SaaS,0,396.0
1229.45,99,Sitio_Web,0,103.6
8802.81,151,App_Movil,1,413.2
1886.91,13,Sitio_Web,0,118.4
19743.06,19,Plataforma_SaaS,0,950.6
8016.82,126,App_Movil,0,428.3
11608.38,72,Plataforma_SaaS,0,556.3
2882.65,10,Sitio_Web,0,166.1
1172.08,144,Sitio_Web,0,69.7
2516.51,94,Sitio_Web,0,137.4
